about , subWordCount:  1 , bout, 
readme , subWordCount:  1 , read, 
rivals , subWordCount:  1 , rival, 
freed , subWordCount:  4 , reed, fred, feed, free, 
binder , subWordCount:  1 , bind, 
xemacs , subWordCount:  3 , macs, xmas, emacs, 
constrained , subWordCount:  44 , contra, nine, coin, core, coed, raid, trained, said, cord, tried, cont, cried, cote, const, contain, sane, tied, conrad, train, costa, cane, stain, cond, staind, rain, conan, crane, cost, strand, rand, sind, tran, stan, cain, conn, cons, sand, stand, contained, corn, stained, cone, strain, constr, 
parrot , subWordCount:  2 , part, prot, 
invoked , subWordCount:  1 , invoke, 
invaluable , subWordCount:  5 , able, vale, valuable, alle, value, 
helicopters , subWordCount:  22 , cops, hopes, liter, cote, lips, lies, helps, lots, hips, helper, hope, hers, pers, helpers, cope, help, hits, lite, helicopter, eliot, elite, hier, 
keystone , subWordCount:  4 , keys, tone, este, stone, 
inclined , subWordCount:  7 , nine, clin, lied, incl, inline, lined, line, 
intercontinental , subWordCount:  56 , nine, noel, neil, internal, coin, tote, continent, tone, internet, tent, teen, cote, erie, cont, note, intel, tina, coil, eine, iron, incl, neal, ernie, rent, nina, cent, real, none, rita, total, content, intra, into, erin, trial, neon, continental, conn, cnet, trent, icon, renal, intl, toni, trina, intern, teal, rental, cone, nero, econ, intent, coal, init, intro, inter, 
traction , subWordCount:  11 , train, action, ratio, raton, trac, tran, rain, tion, tract, trio, taco, 
utterly , subWordCount:  1 , utter, 
workspace , subWordCount:  8 , work, pace, woke, wore, worse, race, space, works, 
customizable , subWordCount:  32 , able, comb, smile, cutie, mile, sale, util, sole, table, cube, coil, tile, come, some, stab, tale, size, customize, male, stole, cute, soma, soil, stable, cole, coma, tomb, tome, custom, usable, cable, coal, 
softcover , subWordCount:  5 , cover, over, soft, cove, stove, 
gavin , subWordCount:  1 , gain, 
illuminated , subWordCount:  12 , lund, mint, mate, late, nate, lied, luna, lite, mine, lined, mind, line, 
realtime , subWordCount:  5 , rate, time, realm, lime, real, 
lasts , subWordCount:  1 , last, 
gloucestershire , subWordCount:  46 , guest, tire, cest, lets, serie, lose, gets, lest, guests, lust, gloucester, stir, erie, loch, users, less, user, losers, lots, hire, guts, loss, lure, guess, uses, lush, goth, ours, loser, lore, gore, lost, glue, sire, loses, terre, gloss, lori, lester, este, goes, ussr, gcse, outer, shire, outs, 
electrons , subWordCount:  12 , elton, lets, leon, tons, electron, elec, cron, econ, cons, lens, elect, electro, 
psychologist , subWordCount:  22 , shot, chit, plot, logs, shoot, holt, clit, slot, colt, psycho, hist, shit, post, cost, coli, lost, pcos, host, lois, polo, list, solo, 
claudia , subWordCount:  2 , audi, clad, 
perpetual , subWordCount:  4 , perl, real, peru, peel, 
subsystem , subWordCount:  5 , system, byte, subs, suse, stem, 
caffeine , subWordCount:  5 , cane, eine, cain, cafe, fine, 
solicitor , subWordCount:  2 , solo, socio, 
clustering , subWordCount:  17 , using, sing, user, cute, stein, clin, erin, cluster, cern, string, lust, ling, stern, ring, lung, clue, sting, 
glimpse , subWordCount:  4 , lips, lime, gimp, limp, 
verbatim , subWordCount:  2 , vera, verb, 
innocence , subWordCount:  2 , none, once, 
httpd , subWordCount:  1 , http, 
quicker , subWordCount:  1 , quick, 
grandparents , subWordCount:  45 , grand, gets, grapes, pens, part, rants, andre, rats, rents, rare, radar, gprs, grad, gran, darts, grant, pres, pans, rape, grape, rent, rand, nets, dent, grants, pant, pants, grade, darn, dans, grades, dare, ares, grande, parent, gaps, arts, rant, ants, dart, parts, apart, parents, pets, gras, 
cardboard , subWordCount:  10 , road, carr, card, cord, board, arbor, aboard, carb, bard, cabo, 
attributable , subWordCount:  21 , able, rite, tribal, arab, babe, rule, title, table, tile, true, attribute, tale, rita, attr, aria, tube, trial, tribute, arial, arte, tribe, 
sketches , subWordCount:  5 , seth, sketch, sees, secs, sets, 
angelo , subWordCount:  2 , anglo, angel, 
tertiary , subWordCount:  3 , tray, tear, terry, 
exhausted , subWordCount:  10 , ease, hate, east, este, hast, aust, used, hated, exhaust, haute, 
smarter , subWordCount:  5 , arte, mate, smart, mart, mare, 
shelters , subWordCount:  5 , sheer, shelter, hers, sees, sets, 
attain , subWordCount:  1 , attn, 
calorie , subWordCount:  5 , aloe, core, lori, lore, care, 
inconvenience , subWordCount:  22 , nine, convince, venice, coin, nice, ieee, vine, once, eine, vice, none, convenience, ionic, vince, conn, connie, oven, icon, vein, cone, cove, novice, 
graphite , subWordCount:  6 , graph, gate, rate, rite, rape, grape, 
vaccination , subWordCount:  15 , nato, ciao, action, into, anon, anton, cation, vacation, vain, acct, tion, cain, anti, vaio, nation, 
stroller , subWordCount:  8 , toll, roller, role, roll, troll, sole, stole, stroll, 
farther , subWordCount:  5 , father, arte, ther, fare, fate, 
bowel , subWordCount:  1 , bowl, 
sweaters , subWordCount:  18 , sweat, wears, wars, swear, eats, sees, waters, seas, eater, wear, sweater, sars, ears, water, seats, sets, sears, seat, 
chats , subWordCount:  3 , cats, chat, hats, 
futuna , subWordCount:  1 , tuna, 
mandarin , subWordCount:  6 , marin, main, darn, mann, arin, mana, 
dungeon , subWordCount:  3 , dunn, dune, neon, 
predictable , subWordCount:  21 , able, rite, pete, pale, table, dale, rectal, dial, tale, pedal, real, rita, pile, rica, edit, dice, rice, edible, price, predict, cable, 
germans , subWordCount:  5 , mans, gran, gems, gras, german, 
lilly , subWordCount:  1 , lily, 
shire , subWordCount:  2 , hire, sire, 
susceptible , subWordCount:  6 , tile, pile, sept, susie, suse, util, 
mosquito , subWordCount:  4 , suit, quit, most, moto, 
insest , subWordCount:  2 , nest, inst, 
lyons , subWordCount:  1 , lyon, 
skyline , subWordCount:  5 , skye, kyle, skin, kylie, line, 
scams , subWordCount:  2 , cams, scam, 
corpse , subWordCount:  5 , cops, core, cope, corp, corps, 
speedy , subWordCount:  2 , seed, speed, 
networked , subWordCount:  9 , woke, wore, network, worked, nerd, word, work, nord, need, 
localhost , subWordCount:  10 , cast, cost, laos, lost, local, loch, last, locals, host, alot, 
barrels , subWordCount:  6 , barr, barre, bare, barrel, ares, bars, 
transformations , subWordCount:  90 , norm, sins, fats, tion, soon, tort, form, rams, sons, rama, anti, trio, sort, sion, nora, ions, ratios, formations, rant, rains, mains, fins, amos, tons, arms, toons, norton, transformation, formats, transform, rants, tori, tara, train, fort, transforms, noon, rain, sorts, fotos, mins, tran, arin, soma, forms, mans, notion, foto, ramon, toon, trains, rats, aston, ansi, nato, oman, main, fans, fran, roms, norma, anon, trans, norms, arts, notions, tomato, format, nation, mais, forma, torn, satin, raton, ratio, romans, afro, sans, mats, norman, formation, ants, orion, tions, anton, otis, asin, nations, roman, roma, 
cabling , subWordCount:  5 , clin, cabin, ling, cain, bling, 
analogue , subWordCount:  3 , anal, analog, aloe, 
werner , subWordCount:  1 , were, 
stills , subWordCount:  2 , till, still, 
perimeter , subWordCount:  9 , peter, meter, rite, peer, prime, pier, primer, pete, erie, 
biased , subWordCount:  3 , based, base, bias, 
cardiology , subWordCount:  6 , cardio, card, carl, cary, carol, carlo, 
playoff , subWordCount:  1 , play, 
honorary , subWordCount:  2 , nora, honor, 
brewer , subWordCount:  2 , brew, beer, 
chiang , subWordCount:  5 , hang, ching, chang, chin, chan, 
exchanged , subWordCount:  11 , changed, hand, cane, aged, hang, chang, exchange, cage, chad, chan, change, 
payload , subWordCount:  2 , palo, load, 
adhere , subWordCount:  1 , here, 
merrill , subWordCount:  1 , mill, 
oldsmobile , subWordCount:  8 , mobile, mobil, smile, mile, olds, soil, sole, mole, 
grilled , subWordCount:  4 , grid, grill, grille, gill, 
toilets , subWordCount:  9 , tilt, toes, oils, lets, tile, tits, toilet, tiles, ties, 
mains , subWordCount:  4 , main, mans, mais, mins, 
whales , subWordCount:  3 , wales, whale, hale, 
misty , subWordCount:  1 , mist, 
lindsey , subWordCount:  2 , indy, line, 
parity , subWordCount:  3 , party, pity, part, 
partitions , subWordCount:  21 , attn, pins, tits, tion, part, pains, pits, patti, pans, patio, paris, ions, arin, patton, arts, partition, tions, tons, parts, pros, pain, 
conserved , subWordCount:  16 , core, served, serve, coed, cond, conserve, cord, cone, cove, serv, cons, nerd, seed, conserv, nerve, need, 
searchsearch , subWordCount:  23 , arch, acer, shear, shah, cher, sarah, hear, sears, scar, ease, archer, seas, shea, ears, rear, each, secs, reach, area, search, sara, sars, char, 
hubbard , subWordCount:  2 , hard, bard, 
rewrite , subWordCount:  4 , write, writ, rite, erie, 
vending , subWordCount:  3 , ding, ending, vein, 
chasing , subWordCount:  9 , sing, hang, asin, chang, ching, chin, cain, chan, chain, 
keygen , subWordCount:  1 , keen, 
janeiro , subWordCount:  3 , jane, nero, aero, 
aggregation , subWordCount:  17 , regain, great, ratio, raton, area, eaton, arin, agri, gran, region, rain, tion, grin, greg, gain, grain, again, 
shelley , subWordCount:  4 , shell, hell, sell, elle, 
batting , subWordCount:  2 , attn, bang, 
borrowed , subWordCount:  6 , bred, rowe, bored, owed, bore, borrow, 
transexuals , subWordCount:  16 , transexual, teal, seas, sexual, teas, tres, trans, tran, texas, seal, neal, anal, real, seals, nexus, asus, 
rests , subWordCount:  1 , rest, 
prentice , subWordCount:  6 , price, nice, rice, pete, rent, rene, 
depicted , subWordCount:  5 , epic, dice, deed, dept, died, 
grapes , subWordCount:  4 , grape, rape, gras, gaps, 
proposing , subWordCount:  10 , sing, ping, pong, posing, prop, prog, pros, ring, pops, props, 
cumbria , subWordCount:  1 , cuba, 
winding , subWordCount:  4 , wing, indi, wind, ding, 
ripped , subWordCount:  1 , ripe, 
vegan , subWordCount:  1 , vega, 
congressman , subWordCount:  13 , coma, congress, core, oman, corn, cores, ones, gran, conan, conn, cone, cons, ness, 
cobalt , subWordCount:  3 , coal, colt, coat, 
recombinant , subWordCount:  19 , coma, comb, coin, mint, oman, robin, cant, recon, omit, conan, conn, econ, cont, coat, roman, roma, rant, rent, combat, 
downward , subWordCount:  2 , ward, down, 
superstar , subWordCount:  8 , spear, star, esta, supra, pest, super, pear, pers, 
closeout , subWordCount:  5 , close, lose, closet, lost, cost, 
corel , subWordCount:  1 , core, 
kayaking , subWordCount:  4 , akin, yang, kayak, king, 
catalogues , subWordCount:  18 , toes, cats, clues, catalogs, cage, logs, aloe, tous, tags, tales, tues, catalogue, tale, ages, clue, cues, catalog, cages, 
aspire , subWordCount:  1 , sire, 
harvesting , subWordCount:  20 , sing, resin, having, haven, resting, aest, hart, hang, asin, have, arin, hare, hast, ring, harvest, vest, vein, rest, ares, sting, 
garfield , subWordCount:  6 , gail, arid, ariel, grid, field, rfid, 
groom , subWordCount:  1 , room, 
jewels , subWordCount:  2 , jewel, jews, 
saturated , subWordCount:  13 , sure, stated, arte, rate, tate, sara, sued, sata, state, stud, aura, stat, rated, 
georges , subWordCount:  5 , georg, goes, gore, gorge, george, 
backpacking , subWordCount:  13 , back, akin, king, ping, backing, cpan, baking, pack, packing, cain, bang, pain, backpack, 
accidentally , subWordCount:  27 , italy, acta, city, ally, accidental, idea, deal, dental, ideally, daly, cent, ideal, dent, accent, acid, cell, tally, accident, anal, cdna, tall, dell, intl, deny, aide, call, acct, 
doughty , subWordCount:  4 , ought, doug, duty, dough, 
bonded , subWordCount:  2 , bond, bone, 
sticking , subWordCount:  8 , sing, king, stick, tick, skin, sick, sting, tiki, 
dudley , subWordCount:  2 , duly, dude, 
weeds , subWordCount:  1 , weed, 
stripped , subWordCount:  8 , striped, stripe, trip, ripe, strip, tried, tied, ripped, 
inflatable , subWordCount:  12 , able, flat, late, natl, nate, natal, fatal, tale, fate, fable, intl, table, 
beers , subWordCount:  2 , bees, beer, 
clive , subWordCount:  1 , live, 
fixture , subWordCount:  1 , fire, 
glassware , subWordCount:  3 , aware, glass, ware, 
canary , subWordCount:  1 , cary, 
steadily , subWordCount:  8 , stay, steady, sail, tail, sadly, teal, seal, steal, 
imagined , subWordCount:  9 , maine, main, aged, maid, imagine, mage, mine, mind, image, 
fills , subWordCount:  1 , fill, 
proportions , subWordCount:  27 , proportion, pins, tion, options, props, option, roots, prot, pots, pops, poor, portion, proton, proto, ions, prop, root, port, orion, porn, tions, tons, otis, ports, pros, porto, portions, 
grips , subWordCount:  1 , grip, 
coursework , subWordCount:  12 , user, corr, cure, crew, core, curse, ours, course, cook, cursor, cork, work, 
solicitors , subWordCount:  4 , solo, socio, solicitor, sits, 
moderately , subWordCount:  19 , motel, meal, meat, moral, mode, rate, date, moderate, mate, rely, oral, merely, modal, deal, more, oder, mere, daly, model, 
mayotte , subWordCount:  4 , matte, mate, mayo, matt, 
altar , subWordCount:  1 , alta, 
salvage , subWordCount:  4 , save, sale, sage, savage, 
repetitive , subWordCount:  5 , tive, rite, petite, pete, petit, 
stanton , subWordCount:  5 , anon, anton, stan, stat, santo, 
creators , subWordCount:  7 , cats, cars, eats, rear, ears, rats, creator, 
gears , subWordCount:  2 , ears, gear, 
orbital , subWordCount:  3 , orbit, rita, oral, 
musicals , subWordCount:  3 , music, musical, musica, 
kilometres , subWordCount:  10 , lets, kite, lots, tres, lore, mere, metres, metre, mets, kits, 
lithuanian , subWordCount:  7 , lithuania, than, thin, tuna, luna, linn, thai, 
amatuer , subWordCount:  2 , amer, mate, 
repeating , subWordCount:  8 , ping, rain, ring, rang, rating, pain, eating, repeat, 
empires , subWordCount:  3 , empire, pies, pres, 
profiling , subWordCount:  7 , ping, pong, prof, ling, prog, filing, ring, 
sturdy , subWordCount:  2 , stud, study, 
sequencing , subWordCount:  4 , seeing, sing, seen, sung, 
massacre , subWordCount:  3 , acre, mass, mare, 
undergo , subWordCount:  3 , nero, under, undo, 
panoramic , subWordCount:  6 , panic, norm, nora, prac, param, para, 
risen , subWordCount:  1 , rise, 
blended , subWordCount:  5 , bleed, blend, ended, bend, lend, 
deskjet , subWordCount:  1 , desk, 
polynomial , subWordCount:  4 , poly, polo, pool, poll, 
imperative , subWordCount:  8 , meat, tive, rate, mate, mere, pete, erie, rave, 
stakeholder , subWordCount:  23 , older, take, sale, elder, sake, ther, sole, hole, solder, star, thor, stake, tale, told, stole, tele, hold, steer, shoe, tahoe, sold, holder, oder, 
digging , subWordCount:  3 , digg, ding, digi, 
lantern , subWordCount:  4 , lane, ante, later, late, 
catches , subWordCount:  4 , aces, cats, cache, catch, 
evangelical , subWordCount:  11 , evil, angela, angel, neil, engl, veil, anal, vail, evan, neal, eval, 
ruler , subWordCount:  1 , rule, 
signifies , subWordCount:  4 , gifs, signs, sign, sins, 
stochastic , subWordCount:  11 , thai, cast, chat, that, hast, scat, scsi, stat, toast, chic, static, 
tokens , subWordCount:  4 , toes, tons, tens, token, 
santana , subWordCount:  6 , santa, anna, sata, stan, satan, staa, 
kidding , subWordCount:  2 , ding, king, 
piping , subWordCount:  1 , ping, 
swept , subWordCount:  1 , sept, 
swansea , subWordCount:  3 , swan, sane, sans, 
airmail , subWordCount:  2 , mail, rail, 
staring , subWordCount:  11 , sing, sang, star, stag, tang, stain, string, arin, stan, ring, sting, 
seventy , subWordCount:  7 , vent, even, seven, sent, event, sven, seen, 
problematic , subWordCount:  17 , pole, robe, problem, poem, role, prot, plea, beat, prob, proc, prac, poet, prom, roma, plat, poetic, probe, 
arose , subWordCount:  1 , rose, 
